0.07, 0.61, 2
0.43, 0.59, 1
0.26, 0.73, 2
0.72, 0.76, 1
0.79, 0.75, 1
0.16, 0.88, 2
0.34, 0.01, 2
0.60, 0.43, 1
0.47, 0.70, 1
0.33, 0.39, 2
0.59, 0.40, 1
0.27, 0.98, 1
0.44, 0.53, 1
0.42, 0.34, 2
0.41, 0.12, 2
0.48, 0.62, 1
0.77, 0.99, 1
0.53, 0.76, 1
0.77, 0.44, 1
0.54, 0.43, 1
0.78, 0.73, 1
0.51, 0.31, 2
0.93, 0.06, 1
0.96, 0.33, 1
0.94, 0.06, 1
0.21, 0.77, 2
0.58, 0.40, 1
0.34, 0.49, 2
0.71, 0.84, 1
0.90, 0.21, 1
0.38, 0.82, 1
0.56, 0.23, 2
0.32, 0.97, 1
0.30, 0.97, 1
0.62, 0.71, 1
0.89, 0.77, 1
0.94, 0.82, 1
0.82, 0.76, 1
0.03, 0.49, 2
0.03, 0.49, 2
0.07, 0.19, 2
0.78, 0.39, 1
0.21, 0.76, 2
0.56, 0.23, 2
0.67, 0.61, 1
0.97, 0.90, 1
0.81, 0.73, 1
0.32, 0.95, 1
0.39, 0.98, 1
0.71, 0.54, 1
0.09, 0.84, 2
0.65, 0.32, 1
0.11, 0.28, 2
0.76, 0.13, 1
0.59, 0.92, 1
0.30, 0.77, 1
0.52, 0.95, 1
0.78, 0.40, 1
0.82, 0.46, 1
0.99, 0.88, 1
0.55, 0.49, 1
0.12, 0.62, 2
0.88, 0.21, 1
0.08, 0.37, 2
0.62, 0.10, 2
0.76, 0.09, 1
0.11, 0.23, 2
0.58, 0.73, 1
0.93, 0.06, 1
0.29, 0.48, 2
0.43, 0.48, 2
0.80, 0.35, 1
0.71, 0.08, 2
0.57, 0.54, 1
0.69, 0.31, 1
0.07, 0.57, 2
0.08, 0.38, 2
0.96, 0.68, 1
0.40, 0.94, 1
0.73, 0.48, 1
0.73, 0.08, 2
0.90, 0.28, 1
0.29, 0.96, 1
0.95, 0.76, 1
0.36, 0.98, 1
0.61, 0.32, 1
0.87, 0.75, 1
0.28, 0.87, 1
0.91, 0.04, 1
0.83, 0.83, 1
0.06, 0.90, 2
0.97, 0.15, 1
0.58, 0.79, 1
0.50, 0.19, 2
0.50, 0.10, 2
0.18, 0.77, 2
0.84, 0.35, 1
0.68, 0.24, 1
0.45, 0.07, 2
0.41, 0.60, 1
0.75, 0.52, 1
0.53, 0.20, 2
0.33, 0.71, 1
0.86, 0.44, 1
0.35, 0.64, 2
0.86, 0.76, 1
0.86, 0.97, 1
0.53, 0.61, 1
0.11, 0.41, 2
0.81, 0.27, 1
0.74, 0.49, 1
0.77, 0.37, 1
0.39, 0.58, 2
0.66, 0.83, 1
0.31, 0.72, 1
0.92, 0.07, 1
0.95, 0.25, 1
0.72, 0.17, 1
0.52, 0.60, 1
0.78, 0.47, 1
0.47, 0.39, 2
0.46, 0.55, 1
0.25, 0.02, 2
0.59, 0.55, 1
0.33, 0.17, 2
0.49, 0.70, 1
0.56, 0.02, 2
0.08, 0.86, 2
0.57, 0.02, 2
0.47, 0.26, 2
0.71, 0.41, 1
0.33, 0.54, 2
0.08, 0.33, 2
0.42, 0.23, 2
0.20, 0.62, 2
0.42, 0.31, 2
0.29, 0.45, 2
0.90, 0.33, 1
0.85, 0.42, 1
0.33, 0.65, 2
0.43, 0.46, 2
0.31, 0.64, 2
0.41, 0.58, 1
0.63, 0.17, 2
0.25, 0.96, 1
0.44, 0.40, 2
0.84, 0.10, 1
0.25, 0.20, 2
0.45, 0.37, 2
0.51, 0.98, 1
0.75, 0.54, 1
0.98, 0.19, 1
0.96, 0.15, 1
0.02, 0.77, 2
0.68, 0.20, 1
0.34, 0.52, 2
0.78, 0.98, 1
0.19, 0.93, 1
0.32, 0.69, 1
0.88, 0.31, 1
0.24, 0.07, 2
0.37, 0.87, 1
0.45, 0.78, 1
0.67, 0.87, 1
0.93, 0.80, 1
0.10, 0.52, 2
0.30, 0.73, 1
0.83, 0.48, 1
0.27, 0.65, 2
0.29, 0.86, 1
0.92, 0.00, 1
0.70, 0.09, 2
0.38, 0.44, 2
0.33, 0.87, 1
